date,home_score,away_score,rodada,home_team,away_team,ano,c_pontosmedio_all_home,c_pontosmedio_t1_home,c_pontosmedio_t5_home,c_pontosmedio_t10_home,c_preco_all_home,c_preco_t1_home,c_preco_t5_home,c_preco_t10_home,c_pontosmedio_all_away,c_pontosmedio_t1_away,c_pontosmedio_t5_away,c_pontosmedio_t10_away,c_preco_all_away,c_preco_t1_away,c_preco_t5_away,c_preco_t10_away,vencedor,home_vitoria,away_vitoria,home_pontos,away_pontos,home_golspro_m1,away_golspro_m1,home_golscon_m1,away_golscon_m1,home_vitoria_m1,away_vitoria_m1,home_pontos_m1,away_pontos_m1,home_golspro_m2,away_golspro_m2,home_golscon_m2,away_golscon_m2,home_vitoria_m2,away_vitoria_m2,home_pontos_m2,away_pontos_m2,home_golspro_m3,away_golspro_m3,home_golscon_m3,away_golscon_m3,home_vitoria_m3,away_vitoria_m3,home_pontos_m3,away_pontos_m3,home_golspro_m4,away_golspro_m4,home_golscon_m4,away_golscon_m4,home_vitoria_m4,away_vitoria_m4,home_pontos_m4,away_pontos_m4,home_golspro_m5,away_golspro_m5,home_golscon_m5,away_golscon_m5,home_vitoria_m5,away_vitoria_m5,home_pontos_m5,away_pontos_m5,home_golspro_a5,away_golspro_a5,home_golspro_a4,away_golspro_a4,home_golspro_a3,away_golspro_a3,home_golspro_a2,away_golspro_a2,home_golspro_a1,away_golspro_a1,home_golscon_a5,away_golscon_a5,home_golscon_a4,away_golscon_a4,home_golscon_a3,away_golscon_a3,home_golscon_a2,away_golscon_a2,home_golscon_a1,away_golscon_a1,home_vitoria_a5,away_vitoria_a5,home_vitoria_a4,away_vitoria_a4,home_vitoria_a3,away_vitoria_a3,home_vitoria_a2,away_vitoria_a2,home_vitoria_a1,away_vitoria_a1,home_pontos_a5,away_pontos_a5,home_pontos_a4,away_pontos_a4,home_pontos_a3,away_pontos_a3,home_pontos_a2,away_pontos_a2,home_pontos_a1,away_pontos_a1,c_pontosmedio_all_home_res,c_pontosmedio_t1_home_res,c_pontosmedio_t5_home_res,c_pontosmedio_t10_home_res,c_preco_all_home_res,c_preco_t1_home_res,c_preco_t5_home_res,c_preco_t10_home_res,c_pontosmedio_all_away_res,c_pontosmedio_t1_away_res,c_pontosmedio_t5_away_res,c_pontosmedio_t10_away_res,c_preco_all_away_res,c_preco_t1_away_res,c_preco_t5_away_res,c_preco_t10_away_res,preco_away_10,preco_home_10,dif_preco_10,prec_away_20,prec_home_20,home_saldo_a5,away_saldo_a5,testperc,a,train,test,p1,p2,b,placar_full,placar,placar2,previsao
03/06/2015 - 19:30,1,0,5,cap,fig,2015,2.8879166,10.95,7.5640001,5.9499998,5.5672727,22.77,16.866001,13.702,2.166923,10.13,7.7119999,5.5039997,5.0195651,13.43,11.806,10.252,0,1,0,3,0,2,2,1,1,1,1,3,3,1,0,0,1,1,0,3,0,0,0,2,0,0,0,0,1,1,1,1,2,0,0,1,0,1,1,0,1,1,0,3,1,1,.80000001,1,.75,1,.66666669,1.5,1,2,2,.80000001,1,1,1,1,.66666669,.5,1,1,1,.60000002,.2,.5,.25,.66666669,.33333334,1,.5,1,1,2,1,1.75,1,2,1.3333334,3,1.5,3,3,.70925331,3.2279999,2.1528001,1.7566998,-.82669133,-1.0409997,-.003399086,-.048500441,-.28384945,1.0400001,1.4047999,.69319975,-1.4488473,-10.328,-4.5184002,-3.1860001,1,5,4,8,17,0,0,.2,.47979361,1,,1,0,.62098324,10,5,4,
03/06/2015 - 22:00,1,0,5,cru,fla,2015,.73586208,6.9000001,3.602,2.7490001,7.1104999,21.83,16.646,13.967,1.2860869,4.5,4.0219998,3.2839999,6.7308822,24.01,17.67,13.565,0,1,0,3,0,1,2,2,3,0,0,0,0,1,1,1,2,0,0,1,0,0,2,1,2,0,0,0,1,2,1,1,1,1,0,3,1,1,4,1,0,0,1,1,3,1,2,1,1.5,.66666669,1.6666666,1,1.5,1,2,1.2,1.6,1.25,2,1.3333334,2.3333333,1.5,2.5,2,3,.2,.2,.25,0,0,0,0,0,0,0,1,1,1,.5,.33333334,.33333334,.5,0,0,0,-1.4428011,-.82199991,-1.8092,-1.4442999,.71653587,-1.9810002,-.22340031,.21649989,-1.1646856,-4.5900002,-2.2852001,-1.5268,.26246983,.25200024,1.3456,.12699957,6,6,0,16,18,0,0,.2,.043848831,1,,1,0,.76843333,10,5,4,
04/06/2015 - 21:00,1,0,5,spo,goi,2015,2.7971427,7.0700002,6.1680002,4.9499998,6.8956409,31.389999,18.865999,14.839,2.4405,10.85,7.1919999,5.3460002,4.9995351,23.27,13.826,11.454,0,1,0,3,0,2,1,2,1,0,0,1,1,1,1,0,0,1,1,3,3,2,2,2,0,0,1,1,3,1,4,0,2,1,1,3,3,2,0,2,1,0,0,1,0,1.6,1.6,1.5,2,1.6666666,1.3333334,1.5,1,2,1,1.2,.80000001,1,.75,1.3333334,.33333334,1,.5,2,1,.40000001,.60000002,.5,.75,.33333334,.66666669,.5,.5,0,0,1.8,2,2,2.5,1.6666666,2.3333333,2,2,1,1,.61847949,-.65199983,.75680017,.75669986,.50167686,7.578999,1.996599,1.0884997,-.010272468,1.7600003,.88480002,.53520024,-1.4688773,-.48799953,-2.4983997,-1.9839995,3,7,4,11,19,0,0,.2,.93026859,1,,1,0,.16977048,10,5,4,
04/06/2015 - 21:00,1,1,5,pal,int,2015,2.6818182,9.1800003,7.1100001,5.5240002,7.594286,30.219999,19.666,16.204,2.7940741,11.7,7.2199998,5.3179998,7.2386665,27,18.492001,15.518,1,0,0,1,1,2,0,0,0,1,0,3,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,3,1,2,1,1,0,1,1,3,1,3,3,1,0,1,0,3,.80000001,1.4,.75,1,.66666669,.66666669,1,.5,2,0,1,.60000002,.5,.5,.33333334,.33333334,.5,.5,0,0,.2,.60000002,.25,.5,.33333334,.33333334,.5,0,1,0,1,2.2,1.25,2,1.3333334,1.6666666,1.5,1,3,1,.50315499,1.4580003,1.6988001,1.3307002,1.2003219,6.408999,2.7966001,2.4535003,.34330156,2.6099997,.91279989,.50719988,.77025419,3.2420001,2.1676006,2.0799997,9,9,0,19,20,0,0,.2,.49718657,1,,1,1,.66198075,11,4,3,
03/06/2015 - 19:30,2,0,5,cha,jec,2015,2.5450001,4.75,4.3299999,3.7190001,5.3538094,14.3,13.484,11.656,1.7020833,10.6,5.4060001,3.7680001,4.6320453,17.389999,11.128,9.2749996,0,1,0,3,0,1,1,3,2,0,0,0,0,1,0,0,3,1,0,3,0,0,0,1,0,0,0,0,1,2,,4,,0,,0,,1,,1,,0,,1,,1,.33333334,1,.33333334,.66666669,.33333334,1,.5,1,1,1.8,1.6666666,2,1.6666666,1.3333334,1.6666666,1.5,2.5,3,2,.2,0,.25,0,.33333334,0,.5,0,0,0,.80000001,.33333334,.75,.33333334,1,.33333334,1.5,0,0,0,.36633685,-2.9719999,-1.0812001,-.47429985,-1.0401547,-9.5109997,-3.3854001,-2.0945001,-.74868912,1.5100003,-.90119976,-1.0427998,-1.8363671,-6.3680005,-5.1963997,-4.1630006,1,3,2,6,12,0,0,.2,.60221499,1,,2,0,.76963603,20,6,5,
03/06/2015 - 19:30,0,3,5,vas,pon,2015,2.2495,6.4000001,5.0100002,4.007,6.3009305,18.51,16.756001,13.426001,3.8347368,11,7.7459998,6.29,6.6535897,30.25,20.209999,16.289,2,0,1,0,3,0,3,3,1,0,1,0,3,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1,3,,,,,,,,,,,,,,,,,.33333334,1.6666666,.33333334,1.6666666,.33333334,1.6666666,.5,2,0,3,1.3333334,.66666669,1.3333334,.66666669,1.3333334,.66666669,2,1,3,1,0,.66666669,0,.66666669,0,.66666669,0,.5,0,1,.66666669,2.3333333,.66666669,2.3333333,.66666669,2.3333333,.5,2,0,3,.070836797,-1.3219999,-.40119985,-.18629999,-.093033507,-5.3010001,-.1133997,-.32449952,1.3839643,1.91,1.4387999,1.4792,.18517737,6.4920001,3.8855991,2.8509996,9,5,-4,20,16,0,0,.2,.8588751,1,,0,3,.12266078,2,2,2,
03/06/2015 - 21:00,3,2,5,sao,san,2015,2.5231819,7.9499998,5.7639999,4.5869999,8.0905886,27.18,18.733999,15.801,1.8228571,6.0999999,4.9920001,3.9359999,6.9083786,28.719999,17.940001,14.277,0,1,0,3,0,0,2,0,2,0,0,1,1,3,0,0,1,1,0,3,0,0,1,1,0,0,1,0,3,0,1,1,0,0,1,0,3,1,2,1,0,0,1,1,3,.80000001,1.2,.75,1,1,1,1.5,1,0,2,.60000002,.60000002,.5,.75,.33333334,1,0,1.5,0,2,.2,.60000002,.25,.5,.33333334,.33333334,.5,0,0,0,1,2,1,1.75,1.3333334,1.3333334,2,.5,1,1,.34451869,.22799984,.35279986,.39369994,1.6966245,3.3690002,1.864599,2.0504994,-.62791532,-2.9900002,-1.3151999,-.87480009,.43996626,4.9619994,1.6156005,.8390004,7,9,2,18,20,0,0,.2,.13464125,1,,3,2,.090599015,30,7,5,
07/06/2015 - 19:30,0,1,6,goi,ava,2015,2.0777273,8.8199997,5.7519999,4.4390001,4.8690696,21.68,13.138,10.932,1.0409524,5.9000001,3.454,2.6900001,4.3409524,16.83,11.006,8.7860003,2,0,1,0,3,0,1,1,4,0,0,0,0,1,2,1,1,0,1,1,3,1,2,0,1,1,1,3,3,2,0,0,1,1,0,3,0,4,,2,,1,,3,,1.6,1.25,1,1.25,.66666669,1.6666666,.5,1.5,0,1,.80000001,1.75,.5,1.75,.66666669,2,1,2.5,1,4,.60000002,.5,.5,.5,.33333334,.66666669,0,.5,0,0,2,1.5,1.75,1.5,1.3333334,2,.5,1.5,0,0,-.26250014,.33999968,-.29920012,-.33929989,-1.5229106,-1.8159997,-3.4239995,-2.6963999,-1.2622051,-1.1709999,-1.8426,-1.5523999,-2.1024218,-6.3429999,-5.3700004,-4.6273999,1,2,1,4,10,0,0,.2,.3356348,1,,0,1,.63593519,1,1,1,
07/06/2015 - 11:00,2,0,6,int,cfc,2015,2.4246666,11.7,6.9099998,5.2220001,7.0008888,27,18.058001,14.862,1.3557143,5.6300001,3.8299999,2.664,4.9356098,19.530001,11.126,9.2030001,0,1,0,3,0,1,0,1,2,0,0,1,0,0,1,0,2,0,0,1,0,1,0,1,1,0,0,1,0,1,,0,,1,,3,,2,3,1,2,1,1,3,3,1,1,.75,.33333334,.66666669,.33333334,.5,.5,1,0,.60000002,1.75,.5,1.6666666,.66666669,1.6666666,.5,2,1,2,.40000001,.25,.25,0,0,0,0,0,0,0,1.8,.75,1.5,0,1,0,1,0,1,0,.084439181,3.2199998,.85879987,.4437001,.60890871,3.5039999,1.4960005,1.2335994,-.94744325,-1.4409999,-1.4666001,-1.5783999,-1.5077643,-3.6429994,-5.2499995,-4.2104001,1,7,6,5,19,0,0,.2,.51032501,1,,2,0,.94697714,20,6,5,
06/06/2015 - 18:30,1,0,6,fla,cha,2015,1.3195833,5.0700002,3.6900001,3.029,6.497941,23.49,17.007999,12.96,2.6860001,5.3000002,4.8320003,4.2290001,5.6948781,15.04,14.184,12.326,0,1,0,3,0,0,2,1,0,0,1,0,3,2,1,3,3,0,0,0,0,1,1,2,0,0,1,0,3,2,0,2,1,0,0,1,0,1,2,1,4,0,0,1,0,1.2,1.2,1.25,1,1,1.3333334,1,1.5,0,2,1.8,1.6,2,1,2,1,2,1.5,1,0,0,.40000001,0,.5,0,.66666669,0,.5,0,1,.40000001,1.2,.25,1.5,0,2,0,1.5,0,3,-1.0206442,-3.4099998,-2.3611999,-1.7493,.10596089,-.0060003279,.44599944,-.66839999,.38284254,-1.7709998,-.4645997,-.013399887,-.748496,-8.1330004,-2.1919999,-1.0873998,4,4,0,14,15,0,0,.2,.54040629,1,,1,0,.25703481,10,5,4,
06/06/2015 - 22:00,0,1,6,jec,cor,2015,1.4995652,7,4.2259998,3.154,4.4788637,16.030001,10.278,8.6380005,3.0338094,8.3999996,5.7599998,4.651,8.659091,20.459999,17.23,14.898,2,0,1,0,3,0,1,2,3,0,0,0,0,1,0,2,2,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,1,1,3,,2,,1,,1,,3,.25,.80000001,.25,.5,.33333334,.33333334,.5,.5,0,1,1.75,1.2,1.75,1.25,2.3333333,1.6666666,2,2.5,2,3,0,.40000001,0,.25,0,0,0,0,0,0,.25,1.4,.25,1,0,.33333334,0,0,0,0,-.84066224,-1.48,-1.8252001,-1.6243,-1.9131165,-7.4659996,-6.2839999,-4.9903994,.73065186,1.3289996,.4633998,.40860003,2.2157168,-2.713001,.85399973,1.4845997,8,1,-7,19,4,0,0,.2,.24098478,1,,0,1,.76327342,1,1,1,
06/06/2015 - 18:30,1,3,6,cam,cru,2015,3.3833332,8.7799997,7.4660001,6.2490001,8.3999996,27.030001,21.552,18.059999,1.1551725,6.23,4.2179999,3.323,7.2441025,20.85,16.42,14.033,2,0,1,0,3,4,1,1,0,1,1,3,3,3,1,0,2,1,0,3,0,0,1,1,1,0,0,0,1,4,0,1,1,1,0,3,0,0,2,0,1,0,1,1,3,2.2,1,2.75,.75,2.3333333,1,3.5,1,4,1,.60000002,1,.75,1,.66666669,1,.5,1,1,0,.60000002,.40000001,.75,.25,.66666669,.33333334,1,.5,1,1,2,1.4,2.25,1,2,1.3333334,3,1.5,3,3,1.0431057,.29999971,1.4148002,1.4707,2.0080194,3.5340006,4.9900002,4.4315996,-1.1479851,-.84099996,-1.0786,-.91940004,.80072838,-2.3229997,.044000246,.61959994,6,10,4,18,20,0,1,.2,.43602735,1,,1,3,.67199028,2,3,2,
06/06/2015 - 22:00,2,0,6,sao,gre,2015,2.6745455,8.1000004,5.75,4.823,8.0955887,27.15,18.469999,15.564,2.2185714,6.96,5.842,4.474,5.942564,30.120001,18.656,13.833,0,1,0,3,0,3,3,2,1,1,1,3,3,0,1,0,1,0,0,1,1,3,1,0,0,1,1,3,3,0,,1,,0,,0,,0,1,1,1,0,0,0,1,1.2,1.5,1.5,1.6666666,2,1.6666666,1.5,2,3,3,.80000001,.75,.75,.66666669,.66666669,.66666669,1,1,2,1,.40000001,.5,.5,.66666669,.66666669,.66666669,.5,.5,1,1,1.4,2,1.75,2.3333333,2.3333333,2.3333333,2,2,3,3,.33431807,-.37999964,-.30119997,.04469993,1.7036085,3.6539996,1.9079993,1.9356,-.084586158,-.11099992,.54540002,.2316,-.50081009,6.947001,2.2800002,.4196001,6,8,2,17,19,0,0,.2,.67694545,1,,2,0,.45709789,20,6,5,
07/06/2015 - 19:30,2,1,6,fig,pal,2015,1.8111111,8.6000004,6.0840001,4.579,4.937778,13.26,11.332,9.8100004,2.3586957,9.3999996,6.638,5.0539999,7.3126192,29.16,18.903999,15.494,0,1,0,3,0,0,1,1,1,0,0,0,1,2,2,1,0,1,1,3,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,0,0,0,1,.60000002,.80000001,.5,.75,.66666669,1,1,1.5,0,1,1,.60000002,.75,.5,1,.66666669,1,.5,1,1,.2,.2,.25,.25,.33333334,.33333334,.5,.5,0,0,.80000001,1.2,1,1.25,1,1.3333334,1.5,2,0,1,-.52911639,.12000036,.032800149,-.19930002,-1.4542022,-10.236,-5.23,-3.8183997,.055538166,2.3289998,1.3414,.81159991,.86924511,5.987,2.5279994,2.0806003,9,1,-8,19,7,0,0,.2,.42447034,1,,2,1,.78298223,21,7,5,
06/06/2015 - 18:30,2,2,6,san,pon,2015,1.3908333,6.0999999,4.7679996,3.8999999,6.5005126,28.719999,17.652,13.93,4.106842,10.66,7.7160001,6.158,6.9515386,29.85,20.968,17.215,1,0,0,1,1,2,3,3,0,0,1,0,3,2,3,2,1,0,1,1,3,0,1,1,1,0,0,0,1,1,1,0,0,1,1,3,3,1,,0,,1,,3,,1.2,2,1.25,2,1.3333334,2.3333333,2,3,2,3,1.2,.5,1.5,.5,2,.66666669,2.5,.5,3,0,.40000001,.75,.25,.75,0,.66666669,0,1,0,1,1.4,2.5,1,2.5,.33333334,2.3333333,.5,3,0,3,-.94939423,-2.3800001,-1.2832003,-.87830019,.10853247,5.223999,1.0900004,.30160028,1.8036845,3.589,2.4194002,1.9156001,.50816447,6.6770005,4.5920005,3.8016,10,6,-4,20,18,1,0,.2,.18988536,1,,2,2,.36753866,22,4,3,
07/06/2015 - 19:30,0,0,6,flu,spo,2015,3.870909,12,8.8760004,6.5760002,7.4302502,26.92,20.521999,17.069,3.1919048,7.1799998,6.2519999,5.4639997,7.0956411,29.879999,18.417999,14.926,1,0,0,1,1,2,1,0,0,1,1,3,3,3,2,2,2,1,0,3,1,0,1,0,0,0,1,1,3,1,2,4,2,0,0,0,1,1,1,2,0,0,1,0,3,1.4,1.4,1.5,1.5,1.6666666,1.3333334,2.5,1.5,2,1,1.6,.80000001,1.5,1,.66666669,.66666669,1,1,0,0,.40000001,.60000002,.5,.5,.66666669,.66666669,1,.5,1,1,1.4,2.2,1.75,2,2.3333333,2.3333333,3,2,3,3,1.5306815,3.52,2.8248005,1.7977002,1.03827,3.424,3.9599993,3.4406002,.88874722,.10899987,.95539987,1.2215998,.65226704,6.7069993,2.0419993,1.5125996,8,10,2,19,20,0,0,.2,.16721135,1,,0,0,.07130596,0,4,3,
06/06/2015 - 22:00,2,0,6,cap,vas,2015,2.95,8.6300001,6.9899998,5.8119998,5.708909,23.68,17.610001,14.459,1.883913,5.0500002,4.4239998,3.717,6.2567444,20.01,16.848,13.42,0,1,0,3,0,1,0,0,3,1,0,3,0,2,0,1,3,1,0,3,0,1,1,0,1,1,0,3,1,0,0,2,0,0,0,0,1,1,,1,,0,,1,,1,.25,1,.25,1.3333334,.33333334,1.5,0,1,0,.80000001,1.75,.75,1.75,.33333334,2.3333333,.5,3,0,3,.60000002,0,.75,0,1,0,1,0,1,0,2,.5,2.25,.5,3,.33333334,3,0,3,0,.60977256,.1500001,.9387998,1.0336998,-.68307108,.18400021,1.0480006,.83059961,-.41924453,-2.0209997,-.8726002,-.52539998,-.18662973,-3.1629999,.47199973,.0065999986,5,7,2,16,18,0,0,.2,.52621162,1,,2,0,.84836125,20,6,5,
14/06/2015 - 16:00,2,1,7,gre,cap,2015,2.060909,6.0700002,4.8540001,3.9300001,5.7802563,27.950001,17.691999,13.288,3.0395834,7.4000001,6.4240003,5.5050001,5.7292857,23.85,17.452,14.492,0,1,0,3,0,0,2,2,0,0,1,0,3,3,1,1,0,1,1,3,3,1,2,1,1,0,1,1,3,1,1,0,0,1,1,3,3,,0,,2,,0,,0,1.25,1.2,1.25,1.5,1.3333334,1.6666666,1.5,1.5,0,2,1,.60000002,1,.25,1.3333334,.33333334,1.5,0,2,0,.5,.80000001,.5,1,.33333334,1,.5,1,0,1,1.75,2.4000001,1.75,3,1.3333334,3,1.5,3,0,3,-.22659421,-.97599983,-.23939991,-.25400001,-.69704187,4.414001,1.1145998,-.23569994,.81397271,-.50699991,.70440018,.97650009,-.61751878,.91500056,1.2785997,1.1748995,7,5,-2,18,16,0,0,.2,.28057602,1,,2,1,.98492229,21,7,5,
13/06/2015 - 21:00,1,3,7,vas,cru,2015,1.5876,4.9499998,4.3139997,3.6429999,5.9758139,19.4,16.466,12.931,1.4644828,6.23,4.4520001,3.717,7.3784614,22.379999,17.142,14.629,2,0,1,0,3,0,3,2,1,0,1,0,3,0,1,3,0,0,1,0,3,0,1,3,2,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,.2,1.2,.25,1.5,0,1.6666666,0,2,0,3,1.8,1,2.25,1,2.6666667,1,2.5,.5,2,1,0,.40000001,0,.5,0,.66666669,0,1,0,1,.40000001,1.4,.25,1.75,0,2,0,3,0,3,-.69990325,-2.0960002,-.77940035,-.54100019,-.50148427,-4.1360002,-.11140003,-.5927003,-.76112795,-1.677,-1.2675999,-.81150001,1.0316569,-.55500066,.96860027,1.3118995,7,4,-3,19,15,0,0,.2,.5817107,1,,1,3,.88795066,2,3,2,
14/06/2015 - 16:00,1,1,7,ava,fig,2015,1.5772728,5.9000001,3.404,2.885,4.6375556,16.83,10.878,8.9549999,1.9492857,9,6.4260001,4.8410001,4.9860001,13.01,11.156,9.7130003,1,0,0,1,1,1,2,0,1,1,1,3,3,1,0,4,1,0,0,0,0,2,2,1,1,1,1,3,3,2,0,1,1,1,0,3,0,0,0,1,0,0,0,0,1,1.2,.80000001,1.5,1,1.3333334,1.3333334,1,1,1,2,1.4,.80000001,1.5,1,1.6666666,1,2,1,0,1,.60000002,.40000001,.75,.5,.66666669,.66666669,.5,.5,1,1,1.8,1.4,2.25,1.5,2,2,1.5,1.5,3,3,-.71023047,-1.1459999,-1.6894,-1.299,-1.8397425,-6.7059999,-5.6993995,-4.5687003,-.27632499,1.0929999,.70640004,.31250006,-1.3608044,-9.9249992,-5.0173998,-3.6040998,1,1,0,7,5,0,1,.2,.83311933,1,,1,1,.72832084,11,4,3,
13/06/2015 - 16:30,0,1,7,cfc,fla,2015,.87173915,5.6300001,3.562,2.355,4.9642859,19.09,11.016,9.151,1.7011539,6.4499998,4.526,3.5409999,6.4625716,23.49,16.369999,12.588,2,0,1,0,3,0,1,2,0,0,1,0,3,0,0,2,1,0,0,0,0,1,2,2,3,0,0,0,0,0,1,1,2,0,0,0,0,,2,,2,,0,,1,.25,1.2,.25,1,.33333334,1,0,.5,0,1,1.75,1.6,1.75,1.5,2,1.3333334,2,.5,2,0,0,.2,0,.25,0,.33333334,0,.5,0,1,0,.80000001,0,.75,0,1,0,1.5,0,3,-1.4157641,-1.4159999,-1.5314,-1.829,-1.5130123,-4.4459996,-5.5613999,-4.3727002,-.52445686,-1.4570003,-1.1936001,-.98750013,.11576714,.55499995,.19659901,-.72909987,4,1,-3,14,6,0,0,.2,.34083289,1,,0,1,.79569191,1,1,1,
14/06/2015 - 16:00,2,1,7,pal,flu,2015,1.8586956,8.1300001,5.348,4.1420002,7.4569049,27.719999,18.146,15.422,3.8142858,12,7.9899998,6.152,7.3946152,25.42,20.204,16.908001,0,1,0,3,0,1,0,2,0,0,0,0,1,1,2,1,0,0,1,1,3,2,3,0,2,1,1,3,3,0,0,1,0,0,0,0,1,0,1,0,4,0,0,1,0,.80000001,1.2,1,1.25,1.3333334,1.6666666,1,1,1,0,.80000001,1.2,1,.5,1,.66666669,1.5,0,2,0,.2,.40000001,.25,.5,.33333334,.66666669,0,.5,0,0,1,1.6,1,2,1.3333334,2.3333333,.5,2,0,1,-.42880762,1.0840001,.25460005,-.041999865,.97960675,4.1839995,1.5686003,1.8982999,1.588675,4.0929999,2.2703998,1.6235,1.0478107,2.4850001,4.0306005,3.5909009,10,8,-2,20,19,1,1,.2,.2869536,1,,2,1,.90833247,21,7,5,
14/06/2015 - 11:00,0,0,7,pon,goi,2015,3.9173684,10.33,7.3540001,5.8150001,6.8882051,30.43,20.851999,16.861,1.3995652,7.02,5.0120001,3.6929998,4.7462792,20.65,13.072,10.754,1,0,0,1,1,2,0,2,1,0,0,1,0,3,0,0,1,1,0,3,0,3,1,1,1,1,0,3,1,1,1,1,0,0,1,1,3,1,2,0,0,1,1,3,3,2,.80000001,2.25,.5,2.6666667,.33333334,2.5,0,2,0,.80000001,.60000002,1,.75,1,1,1,1,2,1,.60000002,.40000001,.5,.25,.66666669,0,.5,0,0,0,2.2,1.4,2,1,2.3333333,.33333334,2,0,1,0,1.6298652,3.2839999,2.2606001,1.631,.41090688,6.8940005,4.2745996,3.3373001,-.82604551,-.88700002,-.7076,-.83550018,-1.6005253,-2.2850003,-3.1014004,-2.5631003,2,10,8,9,20,0,0,.2,.99121314,1,,0,0,.37558126,0,4,3,
13/06/2015 - 16:30,2,1,7,cor,int,2015,3.172857,8.3999996,5.9619999,4.9920001,8.7497063,21.4,19.063999,15.821,2.8133333,9.1000004,6.8640003,5.4089999,7.3273335,27,18.864,15.383,0,1,0,3,0,1,2,0,0,1,1,3,3,1,1,3,1,0,0,0,1,0,0,2,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,1,1,3,3,.60000002,1,.5,1,.66666669,1,1,1.5,1,2,1,.40000001,1.25,.5,1.6666666,.33333334,1.5,.5,0,0,.40000001,.40000001,.25,.25,.33333334,.33333334,.5,.5,1,1,1.4,1.8,1,1.5,1,1.6666666,1.5,2,3,3,.8853538,1.3539996,.86859989,.80800003,2.272408,-2.1360004,2.4865994,2.2973001,.58772254,1.1930003,1.1444002,.8804999,.98052895,4.0650001,2.6906004,2.0659003,9,9,0,19,20,0,0,.2,.16345744,1,,2,1,.16013925,21,7,5,
13/06/2015 - 21:00,2,1,7,spo,jec,2015,2.7633333,7.3499999,5.79,5.0180001,6.7332501,30.030001,18.188,14.297,1.392,6.3000002,3.994,2.97,4.5147824,15.92,10.714,8.8140001,0,1,0,3,0,0,0,0,1,0,0,1,0,1,0,0,2,1,0,3,0,2,1,2,2,0,0,1,0,1,0,0,3,1,0,3,0,2,0,2,0,0,0,1,1,1.2,.2,1,.25,1,.33333334,.5,0,0,0,.80000001,1.6,.5,2,.66666669,1.6666666,0,1.5,0,1,.40000001,0,.5,0,.33333334,0,.5,0,0,0,1.8,.2,2,0,1.6666666,0,2,0,1,0,.47583008,.3039999,.69659996,.83400005,.25595197,6.4940009,1.6106001,.77329987,-.83361077,-1.6069999,-1.7256001,-1.5584999,-1.8320221,-7.0149999,-5.4594002,-4.5030999,1,7,6,4,18,0,0,.2,.46645886,1,,2,1,.50947589,21,7,5,
10/06/2015 - 19:30,2,2,7,cam,san,2015,2.9224,8.3800001,6.1700001,5.3870001,8.2128572,28.209999,20.188,16.912001,1.7271999,6.6999998,5.3559999,4.322,6.6884212,28.719999,18.076,14.18,1,0,0,1,1,1,2,3,2,0,0,0,1,4,2,1,3,1,0,3,0,3,2,0,2,1,0,3,1,0,0,1,1,0,0,0,0,4,1,1,0,1,1,3,3,2.4000001,1.4,2,1.5,2.6666667,2,2.5,2,1,2,1.2,1.6,1.25,2,1.3333334,2.3333333,2,2.5,3,2,.60000002,.2,.5,0,.66666669,0,.5,0,0,0,1.8,1,1.5,.5,2,.66666669,1.5,.5,0,1,.63489676,1.3340001,1.0766001,1.2030001,1.7355591,4.6739993,3.6106,3.3883007,-.49841082,-1.2070003,-.36360011,-.20649998,.34161678,5.7849994,1.9026003,.86290014,7,10,3,18,20,0,0,.2,.34410125,1,,2,2,.63109958,22,4,3,
13/06/2015 - 16:30,0,1,7,cha,sao,2015,2.1428571,5.3200002,4.1760001,3.6730001,5.3741465,14.3,13.283999,11.599,2.9552174,8.8699999,6.152,5.1350002,8.2402945,28.91,18.684,15.71,2,0,1,0,3,0,2,1,0,0,1,0,3,2,3,0,2,1,1,3,3,1,0,3,0,0,0,0,1,1,3,0,0,1,1,3,3,0,0,1,1,0,0,0,0,.80000001,1.6,1,2,1,1.6666666,1,2.5,0,2,1,.60000002,1,.5,1.3333334,.66666669,.5,1,1,0,.40000001,.60000002,.5,.75,.33333334,.66666669,.5,1,0,1,1.2,2,1.5,2.5,1,2.3333333,1.5,3,0,3,-.14464617,-1.7259998,-.91739988,-.51099998,-1.1031517,-9.2360001,-3.2934003,-1.9247,.72960663,.96299988,.4323999,.60650021,1.89349,5.9749999,2.5106001,2.3929,9,3,-6,20,12,0,0,.2,.58375585,1,,0,1,.82730514,1,1,1,
